,max_msd,mean_msd,positive_ratio,negative_ratio,positive_combo,negative_combo
248,0.1978575140682749,0.009013105475447512,0.5363511659807956,0.3449931412894376,21,1
249,0.1767766952966369,0.01740737989599608,0.24206349206349206,0.12301587301587301,0,0
250,0.21044844678171057,0.02425391175848057,0.1043956043956044,0.14835164835164835,0,0
251,0.2160604053625562,0.018210408162811154,0.25411061285500747,0.273542600896861,1,0
252,0.2464159995044029,0.021349724140527635,0.35279187817258884,0.217005076142132,0,0
253,0.2020305089104422,0.011354376845403802,0.3534177215189873,0.30835443037974686,23,12
254,0.11785113019775799,0.0075260166567829015,0.32977999546382397,0.21002494896801996,26,7
255,0.22728432252424738,0.015580693198731886,0.2446043165467626,0.28776978417266186,0,1
256,0.1767766952966369,0.02748902735554015,0.19298245614035087,0.2894736842105263,0,0
257,0.18584216685031058,0.02229172025511743,0.27973977695167285,0.3187732342007435,2,0
258,0.1767766952966369,0.0123344394824483,0.37082601054481545,0.22759226713532513,3,0
259,0.20623947784607627,0.020117708343193104,0.1349206349206349,0.082010582010582,0,0
260,0.25337992992517944,0.010113637222078083,0.2597864768683274,0.24697508896797152,0,1
261,0.22816352936857992,0.011747340491033124,0.34987593052109184,0.38213399503722084,5,2
262,0.2502070148813937,0.020536477625349117,0.18848167539267016,0.18586387434554974,0,1
263,0.058925565098878904,0.012222692057736325,0.23655913978494625,0.40860215053763443,0,1
264,0.23413571366867014,0.007605170070282107,0.4528753993610224,0.2779552715654952,12,0
265,0.23570226039551584,0.01587097235479942,0.178752107925801,0.17706576728499157,0,0
266,0.14142135623730953,0.016239194083894196,0.25165562913907286,0.445600756859035,0,9
267,0.11785113019775788,0.009630740565536691,0.3774289985052317,0.3475336322869955,4,7
268,0.3535533905932738,0.013997110399444786,0.22419928825622776,0.3807829181494662,1,16
269,0.15864575218928947,0.013598979791258096,0.14351320321469574,0.2870264064293915,0,0
270,0.08575774206354705,0.01334295737130012,0.27710843373493976,0.42168674698795183,0,1
271,0.21606040536255616,0.01730452754970649,0.15052631578947367,0.3831578947368421,0,2
272,0.1767766952966369,0.016920764040515,0.09803921568627451,0.19607843137254902,0,0
273,0.08838834764831843,0.012137630213843367,0.34967320261437906,0.24509803921568626,0,0
274,0.0677643998637108,0.005086602460031887,0.1751111111111111,0.7271111111111112,0,55
275,0.23570226039551595,0.02085559891543577,0.16445066480055984,0.28691392582225334,0,2
276,0.1809856642322711,0.008412313656265736,0.16696588868940754,0.2894075403949731,0,13
277,0.18942619048780943,0.02014392086429859,0.3418918918918919,0.4297297297297297,2,9
278,0.24243661069253036,0.03135795788644142,0.2219020172910663,0.21902017291066284,0,0
279,0.3597560816563136,0.01989811486277367,0.3061797752808989,0.09550561797752809,3,0
280,0.23955046056523854,0.012093434450991924,0.32921174652241114,0.22024729520865532,2,0
281,0.35355339059327384,0.013670895414445263,0.17922283901665345,0.24266455194290246,0,2
282,0.3535533905932738,0.021092461748426702,0.12593984962406016,0.32706766917293234,0,1
283,0.17677669529663687,0.015456495975386867,0.25844346549192365,0.16079295154185022,3,0
284,0.2553441154284755,0.014927507442223025,0.21294718909710392,0.3588869960249858,0,9
285,0.24224954540650226,0.02346122995059621,0.21731123388581952,0.36095764272559855,1,3
286,0.28284271247461906,0.01369222697959081,0.17883211678832117,0.1386861313868613,0,0
287,0.26516504294495535,0.024223378785539568,0.31954498448810753,0.20992761116856257,2,0
288,0.19641855032959643,0.022273691268758587,0.19923371647509577,0.27330779054916987,0,1
289,0.2718450839653812,0.02294537062289566,0.38231098430813126,0.1840228245363766,4,0
290,0.23570226039551584,0.011562593387267145,0.07560137457044673,0.11683848797250859,0,0
291,0.1414213562373095,0.020047602368288654,0.21159420289855072,0.2782608695652174,0,0
292,0.4714045207910317,0.022382792400330722,0.29635499207606975,0.2757527733755943,3,1
293,0.25534411542847546,0.021108218153681916,0.12781954887218044,0.09210526315789473,0,0
294,0.11637799107028593,0.009889482045662092,0.19147398843930635,0.06502890173410404,1,0
295,0.21606040536255616,0.008956564665185268,0.4100346020761246,0.4688581314878893,8,12
296,0.24818393246450235,0.017969364529006968,0.6521739130434783,0.11594202898550725,3,0
297,0.020412950455332736,0.005279485350979066,0.14285714285714285,0.2857142857142857,0,0
298,0.2685909478925645,0.01901127343268417,0.4180478821362799,0.283609576427256,5,0
299,0.11785113019775788,0.01231883214492923,0.13043478260869565,0.08695652173913043,0,0
300,0.20203050891044214,0.01632687613196051,0.15754560530679934,0.1558872305140962,0,0
301,0.0706118842644711,0.007753388238261211,0.560853199498118,0.25094102885821834,17,0
302,0.17677669529663692,0.011859242850875857,0.3145665773011618,0.26362823949955316,1,0
303,0.3535533905932738,0.022743462047761034,0.10526315789473684,0.05263157894736842,0,0
304,0.4124789556921527,0.0186873380949073,0.14540973505853358,0.23783117683302527,0,0
305,0.17677669529663695,0.014687638817465144,0.17346938775510204,0.05952380952380952,0,0
306,0.3535533905932738,0.010203530377426705,0.15278900565885206,0.11802748585286985,1,0
307,0.2098009130993052,0.010007614265514293,0.2176271186440678,0.2040677966101695,0,0
308,0.06103004956669603,0.0065770537574463255,0.442792501616031,0.3632837750484809,7,5
309,0.15990780803303625,0.007799260140489806,0.39636913767019666,0.5060514372163388,6,15
310,0.02846645656950672,0.0030229040896168186,0.027860106698280974,0.950800237107291,0,21
311,0.23976609247130057,0.016638956938398536,0.1830188679245283,0.09245283018867924,0,0
312,0.2182858372135812,0.016806435569429585,0.3539325842696629,0.20786516853932585,0,0
313,0.23570226039551584,0.013240373773379412,0.16759776536312848,0.20391061452513967,1,0
314,0.25927248643506745,0.02025820719665115,0.22249190938511326,0.18851132686084143,0,0
315,0.3535533905932738,0.02798547834277631,0.17166494312306102,0.20682523267838676,1,0
316,0.07071067811865477,0.008661764364783853,0.2992125984251969,0.3188976377952756,0,0
317,0.16499158227686098,0.01179181203290434,0.1542483660130719,0.2797385620915033,0,0
318,0.1590990257669732,0.013126572868701513,0.3537981269510926,0.18314255983350677,2,0
319,0.7071067811865474,0.016891987145525648,0.4796971782518926,0.4088093599449415,15,10
320,0.13637059351454842,0.004793031042528829,0.17074853397723352,0.28527078302863057,1,4
321,0.3536985274531232,0.026839356165191813,0.14675767918088736,0.3293515358361775,0,1
322,0.24984439601924674,0.024086314223376107,0.22666666666666666,0.22166666666666668,1,0
323,0.3782332538976744,0.028449895088489597,0.24437299035369775,0.2604501607717042,0,0
